EIXO,SUBEIXO,UF,MUNICÍPIO,NOME,MODALIDADE,"OBRA, PROJETO, ESTUDO, EQUIPAMENTO"
"Educação, Ciência e Tecnologia",Educação Básica,AM,Urucurituba,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,AP,Amapá,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,AP,Laranjal do Jari,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,AP,Macapá,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,AP,Oiapoque,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,AP,Porto Grande,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,AP,Pracuúba,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,AP,Santana,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,AP,Vitória do Jari,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Acajutiba,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Adustina,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Água Fria,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Alagoinhas,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Alcobaça,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Amélia Rodrigues,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Anagé,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Andaraí,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Andorinha,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Angical,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Anguera,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Antas,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Antônio Cardoso,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Antônio Gonçalves,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Aporá,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Apuarema,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Aracatu,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Araci,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Aramari,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Arataca,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Aratuípe,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Aurelino Leal,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Barra,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Barra do Mendes,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Barreiras,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Barro Alto,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Barro Preto,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Belmonte,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Belo Campo,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Biritinga,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Boa Nova,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Boa Vista do Tupim,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Bonito,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Boquira,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Brejões,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Brejolândia,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Brotas de Macaúbas,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Buerarema,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Buritirama,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Caatiba,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Caém,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Caetité,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Cafarnaum,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Cairu,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Camaçari,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Camamu,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Campo Alegre de Lourdes,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Campo Formoso,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Canápolis,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Canarana,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Canavieiras,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Candeias,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Cândido Sales,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Caraíbas,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Caravelas,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
"Educação, Ciência e Tecnologia",Educação Básica,BA,Carinhanha,Infraestrutura para Educação Básica,"Retomada e conclusão de obras - creche, escola, quadra e cobertura de quadra",Obra
